open_spaces,dre,school
0,PE,JARDIM SAO NICOLAU
0,PE,SANTA BARBARA
0,PE,ALPHA BABY
0,PE,JARDIM KERALUX
0,PE,PALMARES
0,PE,JOSE BUSTAMANTE. VER.
0,PE,RITA DE CASSIA SOBRAL LAZER. PROFA
0,PE,PEQUENA LUZ
0,PE,FIRMINO TIBURCIO DA COSTA
0,PE,ERMELINO MATARAZZO. CRECHE PRE
0,PE,TATUAPE
0,PE,NANCI RIBEIRO DA SILVA. EDUCADORA. CRECHE E PRE ESC
0,PE,JOAO FRANZOLIN NETO. PROF.
0,PE,FRANCISCO DE MONT' ALVERNE. FREI
0,PE,JOSE. PE
0,PE,SAMIR RACHID SALIBA
0,PE,ANALIA FRANCO BASTOS
0,PE,JARDIM CASTELO
0,PE,LUIS WASHINGTON VITA
0,PE,FABIO DA SILVA PRADO. DR.
0,PE,VOVO LOURDES
0,PE,IZABEL CRECHE
0,PE,MEU SONHO ENCANTADO
0,PE,ASS DE MUTUARIOS E MORADORES DA COHAB UNID I PE
0,PE,ME NINAR
0,PE,DOCE MEL
0,PE,ERA UMA VEZ
0,PE,JARDIM HERCILIA
0,PE,ELDY POLI BIFONE. PROFA.
0,PE,PINTANDO O SABER
0,PE,SABERES INFANTIS
0,PE,VILA LIBANESA
0,PE,JOAO PINHEIRO. PRES.
0,PE,KALIXTO MENDES
0,PE,SHAMMAH
0,PE,LUZ
0,PE,BRAZ JAIME ROMANO
0,PE,NEUSA CONCEICAO STINCHI. PROFA.
0,PE,RUTH GONCALVES CHAVES DE SIQUEIRA. PROFA.
0,PE,VIVA
0,PE,EDGARD CAVALHEIRO
0,PE,NOSSO LAR - TATUAPE
0,PE,JARDIM DA ALEGRIA
0,PE,TIQUATIRA I
0,PE,MUNDO INFANTIL
0,PE,NUCLEO LAR SIRIO
0,PE,BEZERRA DE MENEZES
0,PE,PARQUE DAS PAINEIRAS
0,PE,BRAS MOOCA
0,PE,JARDIM COTINHA
0,PE,KALIXTO MENDES III
0,PE,MIRANDINHA
0,PE,MEU GIRASSOL
0,PE,LUIZ DEDA
0,PE,LUZ DA ESPERANCA
0,PE,MARINHO DE ASSIS TOLEDO
0,PE,ALFAZEMAS I
0,PE,VILA DIVA
0,PE,WANNY SALGADO ROCHA. PROFA
0,PE,FRATERNIDADE IRMA AMELIA
0,PE,JOCELYNE LOUISE CHAMUSEAU
0,PE,VILA UNIAO
0,PE,SILVIO ROMERO
0,PE,ANGELICA. IRMA
0,PE,SHAMMAH KIDS
0,PE,PILAR FUENTES ROMEU
0,PE,PEQUENOS POETAS
0,PJ,VALE DO SOL
0,PJ,SANTA CLARA
0,PJ,ALFA E OMEGA
0,PJ,MISERICORDIA I
0,PJ,CONCEICAO ROSA
0,PJ,SOL NASCENTE
0,PJ,CANTINHO DA IMAGINACAO III
0,PJ,PARQUE ANHANGUERA
0,PJ,REGINA SIMOES
0,PJ,ANIBAL FREIRE. MIN.
0,PJ,PRIMEIRA ESTACAO
0,PJ,SOLAR DO AMANHECER
0,PJ,ALZIRA MENDES
0,PJ,VOVO JOAO ARLINDO
0,PJ,ESTRELINHA DOURADA
0,PJ,LAR DA CRIANCA
0,PJ,SEMEANDO VIDAS III
0,PJ,ELOHIM ADONAI
0,PJ,BRUNA MIRANDA
0,PJ,ANTONIO MUNHOZ BONILHA
0,PJ,PERA MARMELO
0,PJ,CARINHO
0,PJ,CRIANDO SONHOS
0,PJ,CANTINHO PINHEIRINHO D AGUA
0,PJ,PIRITUBA
0,PJ,CRESCENDO E APRENDENDO
0,PJ,LUIS CARLOS ELO DE AMOR
0,PJ,MARIA DO CARMO
0,PJ,ANJO FELIZ
0,PJ,PRIMEIRO PASSO
0,PJ,CAMILA. ME. II
0,PJ,SOLEDAD BARRET VIEDMA
0,PJ,MILTON ALMEIDA DOS SANTOS. PROF.
0,PJ,OLGA CALIL MENAH. PROFA.
0,PJ,CANTINHO DA IMAGINACAO II
0,PJ,JARDIM JARAGUA
0,PJ,FAMILIA JUDA
0,PJ,ZELIA GATTAI
0,PJ,SEGUNDA ESTACAO
0,PJ,ALICE FEITOSA. DA.
0,PJ,JARDIM IRIS
0,PJ,ESTRELAS DO AMANHA
0,PJ,MARIO LAGO
0,PJ,ROGACIONISTA
0,PJ,ESPIRIDIAO ROSAS. MAL.
0,PJ,JARDIM TAIPAS
0,PJ,PEDACINHO DO CEU
0,PJ,VILA LEOPOLDINA
0,PJ,ALEGRIA DE APRENDER E CRIAR
0,PJ,ALICE MEIRELLES REIS. PROFA
0,PJ,NOSSO ENCANTO
0,PJ,NOSSA SENHORA DE FATIMA. CRECHE
0,PJ,PARQUE DE TAIPAS
0,PJ,ROGE FERREIRA. DEP.
0,PJ,JOAO PE DE FEIJAO
0,PJ,NOVA ESPERANCA
0,PJ,MUNDO DOS SONHOS
0,PJ,PALAVRA CANTADA
0,PJ,AQUARELA
0,PJ,ALEGRIA DE SERVIR
0,PJ,CANTINHO FELIZ
0,PJ,AMOR DE INFANCIA
0,PJ,ILHA DA JUVENTUDE
0,PJ,JARDIM DOS ANJOS
0,PJ,NENO. PADRE
0,PJ,APRENDENDO A VIVER
0,PJ,SANTOS DUMONT
0,PJ,EUCLIDES CUSTODIO DA SILVEIRA. DES.
0,PJ,EURIPEDES SIMOES DE PAULA
0,PJ,ANGLICANA JULIAN THOMAS - UN. III
0,PJ,LAR DE MARIA
0,PJ,MARIO MARTINS
0,PJ,RECANTO DOS HUMILDES
0,PJ,JAIRO RAMOS
0,PJ,VILA PERUS
0,PJ,ANA ISABEL
0,PJ,PERUS I
0,PJ,EMMANUEL FILHO
0,PJ,MARGARIDA BARROS HORTA
0,PJ,SONHO NOSSO
0,PJ,MARIA THEREZA FUMAGALLI. PROFA
0,PJ,RAQUEL ZUMBANO ALTMAN
0,PJ,ESPACO DA CRIANCA II
0,PJ,UNIVERSIDADE DA CRIANCA
0,PJ,LAR ESTRELA GUIA
0,PJ,VILA ANGLO
0,PJ,CORACAO VALENTE
0,PJ,SAO DOMINGOS. EDUCANDARIO
0,PJ,CISNE ENCANTADO CEI
0,PJ,MARAJOARA
0,PJ,NEYDE GUZZI DE CHIACCHIO. PROFA.
0,PJ,JARDIM DA CONQUISTA
0,PJ,JARDIM DAS BORBOLETAS
0,PJ,EDGARD CARONE
0,PJ,ELISIO TEIXEIRA LEITE
0,PJ,SANTA MONICA
0,PJ,RECANTO FELIZ
0,PJ,SONHO DE INFANCIA
0,PJ,ANALIA FRANCO
0,PJ,SEMEANDO VIDAS IV
0,PJ,GUADALUPE
0,PJ,VILA SAO JOAO
0,PJ,ALEGRIA DE VIVER
0,PJ,LINDA FLOR
0,PJ,JARDIM MUTINGA
0,PJ,PARQUE DAS NACOES
0,PJ,FAMILIA SIAO
0,PJ,JARDIM MONTE BELO
0,PJ,FAMILIA MONTE BELO
0,PJ,PARQUE SAO DOMINGOS
0,PJ,ELO DE AMOR
0,PJ,CAMILA. ME. I
0,PJ,EXPEDITO.SANTO
0,PJ,PEQUENINO SONHADOR
0,PJ,JULIO ALVES PEREIRA
0,PJ,EDNA LOUREIRO
0,PJ,RECANTO DOS HUMILDES I
0,PJ,JAGUARE
0,PJ,EDUCAR BRINCANDO
0,PJ,BORBOLETAS DO AMANHA
0,PJ,IRENE GARCIA COSTA DE SOUZA. PROFA. DRA.
0,PJ,MUNDO IDEAL
0,PJ,APRENDENDO COM ALEGRIA
0,PJ,PHILO GONCALVES DOS SANTOS. PROFA
0,PJ,ESTRELA DO MAR
0,PJ,LE COM CRE
0,PJ,LINDO SOL
0,PJ,EVA LUIZA ROSA
0,PJ,PIQUERI - SAO FRANCISCO
0,PJ,NEWTON PRADO
0,PJ,JARAGUA
0,PJ,SANTA CATARINA
0,PJ,GABRIELA MISTRAL
0,PJ,MORADA DO SOL
0,PJ,VILA ATLANTICA
0,PJ,JARDIM RINCAO
0,PJ,REMO RINALDI NADDEO. PROF.
0,PJ,CARROSSEL
0,PJ,LAERCIO CORTE. VER.
0,PJ,PARQUE MARIA DOMITILA
0,PJ,MENSAGEM DE PAZ
0,PJ,TOCA DO COELHO
0,PJ,OLGA MARIA GERMANO MARTINS DOMINGOS. PROFA.
0,PJ,VILA NOVA JAGUARE
0,PJ,CONSTRUINDO O FUTURO II
0,PJ,ESPACO DA CRIANCA III
0,PJ,ALDO RIBEIRO LUZ. PROF.
0,PJ,HENRIQUE GEISEL. GEN.
0,PJ,NOSSA SENHORA DA ANUNCIACAO
0,PJ,ESTRADA TURISTICA
0,PJ,MISERICORDIA II
0,PJ,VILA REGINA
0,PJ,CONJ. RESIDENCIAL ELISIO TEIXEIRA LEITE
0,PJ,GABRIEL PRESTES. PROF.
0,PJ,JARDIM BRITANIA
0,PJ,CHACARA INGLESA
0,PJ,CAMILLE FLAMMARION
0,PJ,CARMEN DA SILVA
0,PJ,SONHO INFANTIL
0,PJ,MARIA DAILCE MONTEIRO DA SILVA GOMES. PROFA.
0,PJ,CELY VELLOSO VIGNOLA. PROFESSORA
0,PJ,CANTINHO DA IMAGINACAO
0,PJ,SAO PEDRINHO
0,PJ,CORETO DE TAIPAS
0,PJ,FERNANDO GRACIOSO
0,PJ,JORGE AMADO
0,PJ,VICENTE DE PAULO DALE COUTINHO. GEN.
0,PJ,RAINHA DA PAZ
0,PJ,PE COM PE
0,PJ,VILA CUORE
0,PJ,RECANTO DOS HUMILDES II
0,PJ,CITY JARAGUA IV
0,PJ,CORACAO DE LEAO
0,PJ,MARILI DIAS. PROFA
0,PJ,QUERUBINS DA VITORIA II
0,PJ,RICARDO GONCALVES
0,PJ,EXTERNATO JAGUARE
0,PJ,LEOPOLDINA. DA.
0,PJ,VILA CLARICE
0,PJ,PERUS
0,PJ,CATARINA KENTENICH CENTRO EDUCACIONAL CRECHE
0,PJ,MORRO DOCE
0,PJ,CHACARA TURISTICA
0,PJ,LINDA INFANCIA
0,PJ,NOSSA SENHORA DO ROSARIO
0,PJ,MARIA ANTONIA DE SOUZA
0,PJ,ESTACAO JARAGUA
0,PJ,BARRA MANTEIGA
0,PJ,JOSE MARIA PINTO DUARTE. TTE.
0,PJ,JARDIM MARISTELA
0,PJ,PINGO DE OURO
0,PJ,TIA SYLVINHA
0,PJ,SONHO ENCANTADO
0,PJ,PEQUENO LUCCA
0,PJ,JOSE KAUFFMANN . DR.
0,PJ,VALTER PAULINO ESTEVAM. PROF. DR.
0,PJ,JARDIM PANAMERICANO
0,PJ,SEMEAR PARA O FUTURO
0,PJ,GUSTAVO DE SOUZA DORIGHELLO
0,PJ,AS CORES DA INFANCIA
0,PJ,SANTA MARINA
0,PJ,SO FELICIDADE
0,PJ,RENATO ANTONIO CHECCHIA. VER
0,PJ,PAULO PRADO
0,PJ,CHAQUIBE FANDI KALIL
0,PJ,MARIA JOSE DUPRE
0,PJ,DORINHA. TIA
0,PJ,SAO LUIZ MARIE DE MONTFORT
0,PJ,ESPADINHA DE OURO
0,PJ,GRANDE PRINCIPE
0,PJ,ANA MARIA POPPOVIC. PROFA.
0,PJ,LUIZ DAVID SOBRINHO. PROF.
0,PJ,ANTONIO RODRIGUES DE CAMPOS. PROF.
0,PJ,ACOLHENDO COM AMOR
0,PJ,LOUIS MARIE. IRMA
0,PJ,APAE - NUCLEO PIRITUBA
0,PJ,ALEGRIA DO SABER
0,PJ,CRIANCA CRESCENDO CIDADA
0,PJ,JEAN PIAGET
0,PJ,FAMILIA MISSAO
0,PJ,AMADEU MENDES. PROF.
0,PJ,IZABEL CAROLINA
0,PJ,PARADA DE TAIPAS
0,PJ,NOSSA TURMA
0,PJ,ARACY GOUVEA DE SOUZA
0,PJ,SILVIO PORTUGAL. DES.
0,PJ,ERNESTO DE MORAES LEME. PROF.
0,PJ,AMARELINHA
0,PJ,SANTA LUZIA. C.E.
0,PJ,OLIVEIRA LIMA
0,PJ,CANTINHO VILA PERUS
0,PJ,CORRE COTIA
0,PJ,EVA LUIZA ROSA II
0,PJ,MARIA E JOSE
0,PJ,LAPA
0,PJ,AMIGUINHOS DE JESUS
0,PJ,BENEDITO BUENO
0,PJ,BERNARDO MENDES
0,PJ,MOISES ELIAS DE SOUZA. TTE.
0,PJ,NOEMIA IPPOLITO
0,PJ,RENATO ANTONIO CHECCHIA. PROF.
0,SA,MARIA LUCIA DOS SANTOS. PROFA.
0,SA,VERA ALVARENGA II
0,SA,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA UNID XII
0,SA,ANA MARIA ALVES BENETTI. PROFA
0,SA,TIRADENTES. ALF.
0,SA,GILEADE
0,SA,ALVARENGA
0,SA,RAUL TABAJARA VIDIGAL LEITAO. VER.
0,SA,SERGIO DUARTE MAMBERTI
0,SA,CASA DOS CURUMINS
0,SA,VO DONI
0,SA,VOVO PAULINA
0,SA,JABAQUARA
0,SA,VILA INGLESA
0,SA,SANTA CECILIA
0,SA,TIO BUBE
0,SA,LOURDINHA PINHEIRO II
0,SA,CARLOS AUGUSTO DE QUEIROZ ROCHA
0,SA,O PEQUENO SEAREIRO
0,SA,ESPERANCA
0,SA,JARDIM APURA
0,SA,VENHA CONOSCO IV
0,SA,CANTINHO DA PAZ I
0,SA,MIOSOTIS
0,SA,MARIA HELENA RIBEIRO DE CASTRO. CEI
0,SA,ALEXANDRE CORREIA. PROF.
0,SA,MANTO AZUL
0,SA,DORINA NOWILL. PROFESSORA
0,SA,SANTA CATARINA III
0,SA,MARIA DO CARMO PAZOS FERNANDEZ - MADU. PROFA.
0,SA,PASSOS DO FUTURO
0,SA,LILIANE VERZINI SILVA. PROFA
0,SA,MARIA MARGARIDA RODRIGUES DE OLIVEIRA. PROFA
0,SA,ALDO DA TOFORI. PE
0,SA,MARIO CELESTINO TEIXEIRA
0,SA,MUNDO DAS CRIANCAS
0,SA,DOM BOSCO
0,SA,AMOR PERFEITO
0,SA,SANTO AMARO
0,SA,MARIA APARECIDA JERONIMO
0,SA,JOAO DE SOUZA FERRAZ. PROF.
0,SA,BEM TE VI
0,SA,VIDA E ALEGRIA
0,SA,ANTENOR NASCENTES
0,SA,VILA MISSIONARIA
0,SA,MARIO SCHENBERG. PROF.
0,SA,CRI-ACAO II - ILHA BELA
0,SA,JARDIM AMERICANOPOLIS
0,SA,CANTINHO DA PAZ II
0,SA,LOURDES HEREDIA MELLO. PROFA.
0,SA,PRINCESA ISABEL III
0,SA,CONDE LUIZ ZUNTA
0,SA,MUNIR ABBUD
0,SA,AME. CEI
0,SA,PEREIRA CARNEIRO. CDE.
0,SA,TIO ABILIO
0,SA,NOSSAS CRIANCAS
0,SA,CEJOLE
0,SA,CDC LEIDE DAS NEVES
0,SA,CARROSSEL ENCANTADO
0,SA,CRE SER III
0,SA,MIGUEL FRANCHINI NETO. VER.
0,SA,TRAVESSA DOS SONHOS
0,SA,CORACAO DO SOL
0,SA,SYLVIO HECK. ALM.
0,SA,NOSSAS CRIANCAS II
0,SA,PEQUENOS GENIOS - FLORES
0,SA,LAR DO PEQUENO SAMARITANO
0,SA,CANTINHO COLORIDO II
0,SA,DONA BELA
0,SA,LOURDINHA PINHEIRO V
0,SA,IGUALDADE
0,SA,FREI TITO
0,SA,ISABELA
0,SA,MAMAE
0,SA,SOL REI
0,SA,VILA ERNESTINA
0,SA,ANGELA MARIA FERNANDES
0,SA,JOAO DE DEUS BUENO DOS REIS. DR.
0,SA,CIDADE JULIA
0,SA,CAMINHO DO MAR
0,SA,ANTONIO DE SAMPAIO DORIA. PROF.
0,SA,ISABEL VIEIRA FERREIRA. PROFA.
0,SA,VO MARIA VENANCIO
0,SA,TIA LILA
0,SA,CRI-ACAO
0,SA,ABAYOMI II
0,SA,MONT SINAI
0,SA,HENRIQUE FERNANDES
0,SA,SOCIAL BOM JESUS
0,SA,LOURDINHA PINHEIRO IV
0,SA,ESTERLITA
0,SA,AMELIA RODRIGUES DE OLIVEIRA. PROFA
0,SA,TEREZA ARAGAO
0,SA,SAKURA
0,SA,SAGRADO CORACAO DE JESUS
0,SA,LARGO 13. ACAO SOCIAL
0,SA,MONT SINAI I
0,SA,SAO FRANCISCO DE ASSIS. CEI
0,SA,LYDIA DOS SANTOS CARRANO
0,SA,PAULO GONCALO DOS SANTOS. PROF.
0,SA,NOSSA SENHORA DAS GRACAS
0,SA,SETE PRAIAS
0,SA,GAOS
0,SA,SANTA CLARA DE ASSIS. CEI
0,SA,FILHOS DO SOL
0,SA,LINNEU PRESTES. PROF.
0,SA,PALMIRA DOS SANTOS ABRANTE
0,SA,PARQUE DOROTEIA
0,SA,JARDIM LUSO
0,SA,LUZ DO SABER - II
0,SA,PRESTES MAIA
0,SA,SANTA CATARINA II
0,SA,AYRTON SENNA DA SILVA
0,SA,RITA VITORIANA
0,SA,SAO CARLOS
0,SA,PE DE MOLEQUE
0,SA,RICHARD HERNAN MUNOZ CONTRERAS. PE.
0,SA,SOL FELIZ
0,SA,GOVERNADOR MARIO COVAS
0,SA,FRANCISCO HERNANI ALVERNE FACUNDO LEITE. PROF
0,SA,LOURDINHA PINHEIRO
0,SA,ELZA MAIA COSTA FREIRE. PROFA.
0,SA,EMILIO ANTONIO DE CARVALHO
0,SA,CIDADE ADEMAR III
0,SA,VOVO MIRA
0,SA,ANNE SULLIVAN
0,SA,BRINCANDO COM A GENTE
0,SA,NOSSAS CRIANCAS - III
0,SA,MARIA ESTEFANO MALUF
0,SA,ELOYSE II
0,SA,CELSO FERREIRA DA SILVA. PROF.
0,SA,CARMEN RODRIGUES
0,SA,CANTINHO DA CRIANCA
0,SA,CRE SER II
0,SA,ONADYR MARCONDES
0,SA,RUBENS GRANJA. VER.
0,SA,MASCOTE II
0,SA,AGOSTINA. IRMA
0,SA,VO MARIA
0,SA,SAN AGOSTINO
0,SA,CRUZ DE MALTA
0,SA,CANTINHO COLORIDO I
0,SA,MARINA VIEIRA DE CARVALHO MESQUITA
0,SA,LOURDINHA PINHEIRO III
0,SA,CELESTINA STEWARD
0,SA,HABIB CARLOS KYRILLOS. DR.
0,SA,LAR DA BENCAO DIVINA
0,SA,PEQUENOS GENIOS-ESTRELA
0,SA,AME II
0,SA,VERA ALVARENGA
0,SA,CACILDA BECKER
0,SA,ALEGRIA
0,SA,HELENA IRACY JUNQUEIRA
0,SA,ELOYSE I
0,SA,BRINCAR
0,SA,MONT SINAI III
0,SA,MACHADO DE ASSIS
0,SA,JOAO SUSSUMU HIRATA. DEP.
0,SA,MEU ABACATEIRO
0,SA,CRE SER I
0,SA,VENHA CONOSCO IX
0,SA,TIAOZINHO
0,SA,VANDA COELHO DE MORAES
0,SA,MANOEL CARLOS DE FIGUEIREDO FERRAZ. DES.
0,SA,LAERTE RAMOS DE CARVALHO. PROF.
0,SA,LUIS DE OLIVEIRA DUARTE. DR
0,SA,MARIA DE LOURDES COSTA
0,SA,MAE OPERARIA
0,SA,JOAO GUALBERTO DO AMARAL CARVALHO
0,SA,JOSE REZENDE. PROF.
0,SA,VIDA E CONVIVENCIA
0,SA,ARCO-IRIS
0,SA,NAIR TADIELLO GRACIOSO
0,SA,ATELIE DA INFANCIA
0,SA,REINO DA CRIANCA
0,SA,VERA ALVARENGA III
0,SA,JOSE SALVADOR JULIANELLI. DEP.
0,SA,PEDREIRA
0,SA,VIRGILIO TAVORA
0,SA,CAMINHAR COM AMOR - UNIDADE I
0,SA,FERNANDO FERNANDES
0,SA,CARMEM MENDES CONCEICAO
0,SA,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA UNIDADE XI
0,SA,ABAYOMI
0,SA,BALNEARIO MAR PAULISTA
0,SA,THEREZINHA PIMENTEL PUCCA
0,SA,ARMANDO ARRUDA PEREIRA
0,SA,GREGORIO WESTRUPP. PE
0,SA,PIO. PE
0,SA,ANNABEL FORMIGA
0,SA,IRANI DA SILVA LUZIA
0,SA,ANTONIO CARLOS DE ABREU SODRE. DR.
0,SA,ARTHUR BAPTISTA DA LUZ
0,SA,CANTINHO DA FABIANA
0,SA,JORGINHO
0,SA,JARDIM PALMARES
0,SM,BENEDITO MONTENEGRO. PROF.
0,SM,BRILHO DO SOL
0,SM,JARDIM TRES MARIAS I
0,SM,MARLUCIA GONCALVES DE ABREU. PROFESSORA
0,SM,PEQUENINOS DO REINO
0,SM,GIUSEPPE TAVOLARO. PROF
0,SM,FILADELFIA
0,SM,BENJAMIN CONSTANT
0,SM,CENTRO INT ED JOVENS E ADULTOS - IGUATEMI I
0,SM,TEOTONIO VILELA
0,SM,PARQUE SANTA MADALENA II
0,SM,NOVA GERACAO
0,SM,RAIO DE LUZ
0,SM,EUNICE PINHEIRO MACHADO PADOVAN. PROFA
0,SM,CIA DOS SONHOS VII
0,SM,DENTE DE LEITE
0,SM,TABOR
0,SM,HENRIQUE RICCHETTI. PROF.
0,SM,VILA FLAVIA
0,SM,PIPAS IV
0,SM,EMANUEL
0,SM,MEIMEI II
0,SM,JARDIM ROSELY
0,SM,SANTA DULCE DOS POBRES
0,SM,MARIA APARECIDA NASCIMENTO
0,SM,THEREZA MACIEL DE PAULA PROFA.
0,SM,ANTONIO ALVES DE ARAUJO
0,SM,PAULO DUARTE
0,SM,VIDA ENCANTADA
0,SM,RUMI OIKAWA. PROFA
0,SM,MARIA LISBOA DA SILVA. PROFA
0,SM,PERSEVERANCA VIII
0,SM,GOTA DE ESPERANCA III
0,SM,JOANA ALVES
0,SM,ALTO ALEGRE
0,SM,NOAH
0,SM,RIVADAVIA MARQUES JUNIOR. PROF.
0,SM,ANTONIO ASSUNCAO FERREIRA
0,SM,PARQUE SAO RAFAEL II
0,SM,OLIVAL COSTA
0,SM,SONIA MARIA SILVESTRINI DE OLIVEIRA. PROFA
0,SM,MARTIN LUTHER KING JR
0,SM,RODRIGUES DE CARVALHO
0,SM,SANTA ANGELA
0,SM,EDUCADORES EM FOCO
0,SM,RODRIGO MELLO FRANCO DE ANDRADE
0,SM,JOAO FRANCISCO DE HARO. VER.
0,SM,AURORA BOREAL II
0,SM,VILANOVA ARTIGAS. ARQ.
0,SM,ROLANDO BOLDRIN
0,SM,JARDIM DAS LARANJEIRAS
0,SM,JOSE VICENTE DA CUNHA. PROF.
0,SM,VIRGINIA LORISA ZEITOUNIAN CAMARGO. PROFA
0,SM,ANTONIA DE OLIVEIRA MOTA DE ARAUJO. PROFA.
0,SM,MARANATA II
0,SM,JOANA ALVES II
0,SM,IGUATEMI
0,SM,SANTO DIAS
0,SM,JARDIM ANGELA
0,SM,ASSOC UNIAO DA JUTA
0,SM,SAO RAFAEL
0,SM,SAPOPEMBA I
0,SM,FONTE DOS SONHOS
0,SM,PASSO A PASSO
0,SM,ACHILLES DE OLIVEIRA RIBEIRO. DES.
0,SM,TEOTONIO VILELA II
0,SM,ANA ELISABETH
0,SM,JESUS REI II
0,SM,GLEBA SAO FRANCISCO
0,SM,MARIA PENHA NASCIMENTO
0,SM,PAROQUIA SAO MATEUS APOSTOLO
0,SM,MARIA FLOR
0,SM,PROJETO VIDA
0,SM,DOMINGUINHOS
0,SM,LADY DAY
0,SM,JARDIM RODOLFO PIRANI
0,SM,ANDRE DE ALMEIDA
0,SM,AMELIA. IMP. DA.
0,SM,NOSSA SENHORA DE GUADALUPE
0,SM,MARIA CURSI
0,SM,JARDIM ANA ROSA
0,SM,RIO CLARO
0,SM,JARDIM PRIMAVERA
0,SM,GOTA DE ESPERANCA IV
0,SM,PEQUENINOS DO AMANHECER
0,SM,FILHOS DE BETEL II
0,SM,BENEDITO COSTA CARVALHO. DR.
0,SM,RACHEL MESQUITA DE SALLES OLIVEIRA
0,SM,NOVO HORIZONTE
0,SM,JOSE MAURO DE VASCONCELOS
0,SM,ACLAMADO
0,SM,BRILHANTES
0,SM,CEC PERSEVERANCA MARIA DA SILVA
0,SM,ESTRELA DALVA
0,SM,JARDIM SANTO ANDRE
0,SM,GOTA DE ESPERANCA VI
0,SM,PEQUENOS GIGANTES
0,SM,FRANCISCO ADAUTO RODRIGUES
0,SM,CELIA CAMARGO PENTEADO ELIAS. PROFA.
0,SM,JULIO DE GRAMMONT
0,SM,URSINHOS CARINHOSOS
0,SM,ONDACAIMA
0,SM,CONJ. HABITACIONAL SAO FRANCISCO
0,SM,JARDIM ADUTORA
0,SM,SANTO ANTONIO
0,SM,JARDIM TIETE
0,SM,DANIEL COMBONI V
0,SM,ADALBERTO PANZAN. DR.
0,SM,CARMEM MIRANDA
0,SM,ALPHA BABY II
0,SM,BIELZINHO I
0,SM,SOL DO MEIO DIA
0,SM,MARIA DE LOURDES COUTINHO TORRES. DA.
0,SM,JOSE CARLOS NICOLETO - ZITO. PROFESSOR
0,SM,ITAQUERA B
0,SM,ONDACAIMA I
0,SM,SEMENTINHA DO APRENDER
0,SM,FLORES DA CUNHA. DEP.
0,SM,MATERNA
0,SM,MAE DA ESPERANCA
0,SM,DIRCE GENESIO DOS SANTOS. PROFA
0,SM,PLANETA COLORIDO
0,SM,COLMEIA
0,SM,NUCLEO CULTURAL SONHO JOVEM
0,SM,MARIA APARECIDA VILASBOAS. PROFA.
0,SM,ARCO IRIS ENCANTADO
0,SM,HANNAH
0,SM,PIPAS I
0,SM,NOVA BOREAL
0,SM,BRASILIO MACHADO NETO
0,SM,CHIQUINHA GONZAGA
0,SM,GOTA DE ESPERANCA I
0,SM,JARDIM PREMIANO
0,SM,JOAQUIM OSORIO DUQUE ESTRADA
0,SM,BENEDITO DE JESUS BATISTA LAURINDO - PE BATISTA
0,SM,MARGARIDA MARIELLE
0,SM,DANIEL COMBONI I
0,SM,MENINO JESUS JARDIM GRIMALDI
0,SM,ELIZABETH SOUZA LOBO GARCIA
0,SM,ELIS REGINA
0,SM,ERIKA DE SOUZA BRITO MATOS. PROFA.
0,SM,CEC ROBERTO CARELLI
0,SM,PASSO A PASSO III
0,SM,ANTON MEROTH. PE
0,SM,FELICIO PAGLIUSO. PROF.
0,SM,CLOVIS BEVILACQUA
0,SM,JEOVA RAFA III
0,SM,APRENDENDO BRINCANDO
0,SM,ZION
0,SM,ROBERTO GOMES PEDROSA. VER.
0,SM,REINO ENCANTADO GEGE
0,SM,FILHOS DE BETEL ACAM
0,SM,ROKINHO
0,SM,PARQUE SANTA MADALENA
0,SM,PINTANDO O SETE
0,SM,ALERTA CRIANCA
0,SM,CANDIDA DORA PINO PRETINI. PROFA
0,SM,ARLINDO CAETANO FILHO. PROF.
0,SM,ALCEU AMOROSO LIMA
0,SM,JARDIM COLORADO I
0,SM,JARDIM HELENA
0,SM,PROJETO CULTURAL VIVARTE DANIEL COMBONI
0,SM,PEQUENOS DA AMERICA
0,SM,GRAO DE ESPERANCA I
0,SM,JARDIM VERA CRUZ
0,SM,SOL DO MEIO DIA II
0,SM,PINGUINHO
0,SM,PLINIO DE QUEIROZ
0,SM,AFAMA BABY
0,SM,RUBEM ALVES
0,SM,PACHECO GATO
0,SM,JOSE LINS DO REGO
0,SM,AUTA DE SOUZA
0,SM,JARDIM DA CONQUISTA II
0,SM,CRESCENDO PARA BRILHAR
0,SM,NOVA ISRAEL
0,SM,ANUNCIACAO FERREIRA II
0,SM,ALFREDO VOLPI
0,SM,ROQUE SPENCER MACIEL DE BARROS. PROF.
0,SM,GUSTAVINHO
0,SM,VICENTE DE CARVALHO
0,SM,ARMANDO DE SALLES OLIVEIRA
0,SM,MARIO DE ANDRADE
0,SM,GOTA DE ESPERANCA V
0,SM,JARDIM MAGICO
0,SM,SAPOPEMBA II
0,SM,NOSSA SENHORA DA PROVIDENCIA
0,SM,MUNDO COLORIDO
0,SM,BRINCANDO E APRENDENDO
0,SM,CEC JARDIM ITAPOLIS
0,SM,PARQUE DOS BANCARIOS
0,SM,CIA DOS SONHOS IV
0,SM,CANTINHO MAGICO
0,SM,JOSE CLEMENTE PEREIRA
0,SM,SONHO DE CRIANCA
0,SM,ANUNCIACAO FERREIRA
